dteday,hr,mnth,cnt,temp,hum,windspeed,weathersit
2011-04-01,3,4,4,0.24,0.93,0.2537,2
2011-04-01,4,4,3,0.24,0.93,0.2537,2
2011-04-01,5,4,12,0.24,0.93,0.2239,3
2011-04-01,6,4,28,0.24,0.93,0.2239,3
2011-04-01,7,4,95,0.24,0.93,0.0,3
2011-04-01,8,4,206,0.26,0.87,0.2537,2
2011-04-01,9,4,173,0.32,0.7,0.3582,1
2011-04-01,10,4,75,0.32,0.66,0.2836,1
2011-04-01,11,4,89,0.32,0.61,0.3582,1
2011-04-01,12,4,95,0.34,0.53,0.3582,1
2011-04-01,13,4,110,0.36,0.5,0.3582,1
2011-04-01,14,4,87,0.36,0.46,0.3582,2
2011-04-01,15,4,111,0.34,0.46,0.4179,1
2011-04-01,16,4,167,0.34,0.46,0.4179,1
2011-04-01,17,4,281,0.34,0.46,0.3284,1
2011-04-01,18,4,241,0.34,0.46,0.3284,1
2011-04-01,19,4,136,0.34,0.49,0.3284,1
2011-04-01,20,4,77,0.32,0.53,0.194,1
2011-04-01,21,4,93,0.32,0.53,0.1343,1
2011-04-01,22,4,74,0.3,0.56,0.1642,1
2011-04-01,23,4,53,0.3,0.61,0.0896,1
2011-04-02,0,4,32,0.3,0.61,0.0,2
2011-04-02,1,4,32,0.26,0.65,0.1343,1
2011-04-02,2,4,21,0.24,0.75,0.1343,1
2011-04-02,3,4,9,0.24,0.7,0.1642,1
2011-04-02,4,4,5,0.24,0.7,0.1642,1
2011-04-02,5,4,5,0.24,0.75,0.1642,2
2011-04-02,6,4,12,0.26,0.7,0.1045,1
2011-04-02,7,4,18,0.26,0.7,0.1045,2
2011-04-02,8,4,55,0.3,0.7,0.1045,1
2011-04-02,9,4,87,0.34,0.66,0.1045,2
2011-04-02,10,4,154,0.36,0.57,0.1642,2
2011-04-02,11,4,198,0.4,0.47,0.1642,2
2011-04-02,12,4,184,0.32,0.81,0.1343,3
2011-04-02,13,4,137,0.34,0.81,0.1343,1
2011-04-02,14,4,190,0.32,0.76,0.3284,3
2011-04-02,15,4,136,0.34,0.76,0.3881,3
2011-04-02,16,4,196,0.38,0.62,0.3284,1
2011-04-02,17,4,184,0.38,0.54,0.3582,1
2011-04-02,18,4,179,0.38,0.54,0.194,1
2011-04-02,19,4,148,0.36,0.53,0.3582,1
2011-04-02,20,4,85,0.34,0.53,0.2836,1
2011-04-02,21,4,77,0.32,0.61,0.2537,1
2011-04-02,22,4,55,0.32,0.61,0.2985,1
2011-04-02,23,4,53,0.32,0.61,0.1642,1
2011-04-03,0,4,39,0.3,0.65,0.194,1
2011-04-03,1,4,34,0.3,0.61,0.1045,1
2011-04-03,2,4,24,0.26,0.7,0.1343,1
2011-04-03,3,4,11,0.3,0.61,0.0,1
2011-04-03,4,4,3,0.28,0.7,0.0896,1
2011-04-03,5,4,5,0.28,0.65,0.2239,1
2011-04-03,6,4,33,0.28,0.65,0.194,1
2011-04-03,7,4,33,0.32,0.57,0.2239,1
2011-04-03,8,4,62,0.34,0.57,0.1642,1
2011-04-03,9,4,142,0.36,0.5,0.4925,1
2011-04-03,10,4,215,0.4,0.43,0.4179,1
2011-04-03,11,4,243,0.42,0.41,0.2537,1
2011-04-03,12,4,313,0.44,0.38,0.2836,1
2011-04-03,13,4,367,0.44,0.33,0.2985,1
2011-04-03,14,4,349,0.46,0.31,0.1343,1
2011-04-03,15,4,292,0.46,0.33,0.0,2
2011-04-03,16,4,303,0.46,0.31,0.194,2
2011-04-03,17,4,274,0.46,0.28,0.1343,2
2011-04-03,18,4,172,0.46,0.31,0.0,2
2011-04-03,19,4,144,0.42,0.44,0.194,2
2011-04-03,20,4,79,0.42,0.41,0.2239,3
2011-04-03,21,4,45,0.42,0.44,0.2239,2
2011-04-03,22,4,36,0.4,0.43,0.1045,1
2011-04-03,23,4,31,0.4,0.5,0.0896,1
2011-04-04,0,4,6,0.4,0.5,0.2239,1
2011-04-04,1,4,11,0.4,0.56,0.3582,1
2011-04-04,2,4,2,0.38,0.66,0.2537,1
2011-04-04,3,4,1,0.38,0.66,0.2836,1
2011-04-04,4,4,2,0.38,0.71,0.2985,1
2011-04-04,5,4,7,0.4,0.62,0.2537,1
2011-04-04,6,4,46,0.42,0.58,0.2836,1
2011-04-04,7,4,157,0.44,0.54,0.2537,2
2011-04-04,8,4,339,0.46,0.55,0.2985,2
2011-04-04,9,4,158,0.5,0.51,0.3881,2
2011-04-04,10,4,90,0.54,0.45,0.3582,2
2011-04-04,11,4,124,0.6,0.4,0.3881,1
2011-04-04,12,4,157,0.64,0.36,0.4627,1
2011-04-04,13,4,139,0.68,0.34,0.3284,1
2011-04-04,14,4,123,0.74,0.27,0.4925,2
2011-04-04,15,4,143,0.76,0.23,0.5522,1
2011-04-04,16,4,189,0.76,0.22,0.5224,1
2011-04-04,17,4,366,0.74,0.23,0.6119,1
2011-04-04,18,4,386,0.72,0.23,0.4925,2
2011-04-04,19,4,278,0.7,0.24,0.4627,1
2011-04-04,20,4,173,0.7,0.24,0.5522,2
2011-04-04,21,4,95,0.7,0.3,0.4478,2
2011-04-04,22,4,75,0.68,0.36,0.4627,2
2011-04-04,23,4,48,0.64,0.47,0.2239,2
2011-04-05,0,4,22,0.62,0.5,0.1045,1
2011-04-05,1,4,15,0.62,0.57,0.4179,3
2011-04-05,2,4,5,0.54,0.73,0.3284,2
2011-04-05,3,4,4,0.54,0.73,0.3284,2
2011-04-05,4,4,2,0.5,0.88,0.4925,3
2011-04-05,5,4,5,0.46,0.94,0.2985,3
2011-04-05,6,4,38,0.48,0.88,0.3284,2
2011-04-05,7,4,134,0.48,0.88,0.3284,2
2011-04-05,8,4,157,0.38,0.87,0.5821,3
2011-04-05,9,4,46,0.36,0.87,0.4925,3
2011-04-05,10,4,28,0.34,0.81,0.3881,3
2011-04-05,11,4,19,0.32,0.81,0.4478,3
2011-04-05,12,4,38,0.34,0.71,0.3881,2
2011-04-05,13,4,56,0.36,0.63,0.4179,2
2011-04-05,14,4,76,0.36,0.57,0.4925,2
2011-04-05,15,4,68,0.4,0.46,0.4627,1
2011-04-05,16,4,130,0.38,0.46,0.4179,1
2011-04-05,17,4,273,0.42,0.38,0.4179,1
2011-04-05,18,4,267,0.38,0.4,0.4925,1
2011-04-05,19,4,160,0.36,0.43,0.2985,1
2011-04-05,20,4,91,0.34,0.46,0.2836,1
2011-04-05,21,4,89,0.34,0.46,0.5224,1
2011-04-05,22,4,46,0.32,0.49,0.2985,1
2011-04-05,23,4,26,0.3,0.49,0.2836,1
2011-04-06,0,4,15,0.3,0.49,0.1045,1
2011-04-06,1,4,2,0.26,0.6,0.1343,1
2011-04-06,2,4,5,0.24,0.7,0.1343,1
2011-04-06,3,4,4,0.26,0.6,0.1343,1
2011-04-06,4,4,1,0.24,0.65,0.1343,1
2011-04-06,5,4,13,0.24,0.7,0.1045,1
2011-04-06,6,4,56,0.24,0.7,0.1045,1
2011-04-06,7,4,133,0.26,0.65,0.1045,1
2011-04-06,8,4,325,0.32,0.61,0.2239,1
2011-04-06,9,4,165,0.36,0.46,0.2537,1
2011-04-06,10,4,69,0.4,0.37,0.3881,1
2011-04-06,11,4,93,0.42,0.38,0.3881,1
2011-04-06,12,4,134,0.44,0.41,0.2537,1
2011-04-06,13,4,112,0.46,0.38,0.4925,1
2011-04-06,14,4,115,0.5,0.34,0.4179,1
2011-04-06,15,4,117,0.52,0.32,0.3284,1
2011-04-06,16,4,169,0.54,0.28,0.4179,1
2011-04-06,17,4,356,0.52,0.32,0.4478,1
2011-04-06,18,4,325,0.52,0.29,0.3582,1
2011-04-06,19,4,232,0.5,0.31,0.2985,1
2011-04-06,20,4,141,0.46,0.51,0.2239,1
2011-04-06,21,4,102,0.46,0.41,0.2836,1
2011-04-06,22,4,84,0.46,0.41,0.2836,1
2011-04-06,23,4,40,0.46,0.41,0.2985,1
2011-04-07,0,4,20,0.46,0.41,0.2836,1
2011-04-07,1,4,13,0.42,0.47,0.1343,1
2011-04-07,2,4,7,0.42,0.54,0.0,1
2011-04-07,3,4,3,0.36,0.66,0.194,1
2011-04-07,4,4,1,0.34,0.76,0.194,1
2011-04-07,5,4,6,0.34,0.76,0.2239,1
2011-04-07,6,4,64,0.32,0.81,0.2537,1
2011-04-07,7,4,160,0.34,0.76,0.1642,2
2011-04-07,8,4,314,0.36,0.76,0.194,1
2011-04-07,9,4,170,0.4,0.66,0.1343,2
2011-04-07,10,4,95,0.42,0.67,0.1045,2
2011-04-07,11,4,122,0.46,0.55,0.0,2
2011-04-07,12,4,153,0.46,0.55,0.0,2
2011-04-07,13,4,135,0.52,0.48,0.0896,2
2011-04-07,14,4,157,0.56,0.43,0.0896,1
2011-04-07,15,4,160,0.6,0.38,0.1045,1
2011-04-07,16,4,213,0.6,0.35,0.0,1
2011-04-07,17,4,343,0.52,0.52,0.2836,1
2011-04-07,18,4,333,0.48,0.55,0.2537,1
2011-04-07,19,4,226,0.46,0.59,0.2985,1
2011-04-07,20,4,203,0.44,0.62,0.1642,1
2011-04-07,21,4,108,0.44,0.67,0.2836,2
2011-04-07,22,4,81,0.4,0.76,0.194,2
2011-04-07,23,4,54,0.38,0.76,0.2537,1
2011-04-08,0,4,25,0.36,0.76,0.2239,2
2011-04-08,1,4,9,0.34,0.76,0.1343,2
2011-04-08,2,4,13,0.34,0.76,0.1642,3
2011-04-08,3,4,1,0.34,0.76,0.1642,3
2011-04-08,4,4,1,0.34,0.86,0.1343,2
2011-04-08,5,4,9,0.32,0.87,0.194,2
2011-04-08,6,4,35,0.34,0.87,0.0,2
2011-04-08,7,4,113,0.34,0.87,0.1642,3
2011-04-08,8,4,221,0.34,0.87,0.1642,3
2011-04-08,9,4,185,0.36,0.76,0.194,2
2011-04-08,10,4,73,0.36,0.71,0.2836,2
2011-04-08,11,4,98,0.4,0.62,0.3881,2
2011-04-08,12,4,80,0.38,0.66,0.2239,3
2011-04-08,13,4,42,0.36,0.76,0.2836,3
2011-04-08,14,4,15,0.34,0.87,0.2239,3
2011-04-08,15,4,25,0.34,0.87,0.2239,3
2011-04-08,16,4,60,0.32,0.93,0.2537,2
2011-04-08,17,4,148,0.32,0.93,0.2537,3
2011-04-08,18,4,62,0.32,0.93,0.2537,3
2011-04-08,19,4,53,0.3,0.93,0.4179,3
2011-04-08,20,4,63,0.3,0.93,0.3284,2
2011-04-08,21,4,54,0.3,0.93,0.2537,2
2011-04-08,22,4,51,0.3,0.93,0.2985,2
2011-04-08,23,4,35,0.3,0.93,0.2239,2
2011-04-09,0,4,31,0.3,0.87,0.2239,2
2011-04-09,1,4,20,0.3,0.87,0.1343,2
2011-04-09,2,4,17,0.32,0.87,0.2239,2
2011-04-09,3,4,14,0.3,1.0,0.2537,3
2011-04-09,4,4,3,0.3,1.0,0.2537,3
2011-04-09,5,4,5,0.3,0.93,0.2239,2
2011-04-09,6,4,13,0.3,0.93,0.194,2
2011-04-09,7,4,21,0.3,0.93,0.1642,2
2011-04-09,8,4,54,0.32,0.93,0.1642,2
2011-04-09,9,4,98,0.34,0.87,0.1045,2
2011-04-09,10,4,133,0.34,0.87,0.1343,2
2011-04-09,11,4,142,0.36,0.81,0.0,2
2011-04-09,12,4,202,0.36,0.81,0.1343,2
2011-04-09,13,4,222,0.36,0.81,0.0,2
2011-04-09,14,4,212,0.36,0.81,0.1343,2
2011-04-09,15,4,201,0.36,0.87,0.0,2
2011-04-09,16,4,191,0.38,0.82,0.0,2
2011-04-09,17,4,257,0.38,0.82,0.0896,2
2011-04-09,18,4,177,0.38,0.82,0.1045,2
2011-04-09,19,4,130,0.38,0.82,0.1343,2
2011-04-09,20,4,93,0.38,0.87,0.1642,2
2011-04-09,21,4,75,0.36,0.93,0.1343,2
2011-04-09,22,4,87,0.36,0.93,0.1343,2
2011-04-09,23,4,57,0.38,0.87,0.0896,2
2011-04-10,0,4,53,0.38,0.87,0.0896,2
2011-04-10,1,4,37,0.38,0.87,0.1343,2
2011-04-10,2,4,36,0.38,0.87,0.0896,2
2011-04-10,3,4,16,0.38,0.87,0.1343,2
2011-04-10,4,4,5,0.36,0.93,0.1045,2
2011-04-10,5,4,4,0.36,0.93,0.0896,2
2011-04-10,6,4,4,0.36,0.93,0.0896,2
2011-04-10,7,4,10,0.36,1.0,0.0896,2
2011-04-10,8,4,55,0.38,0.94,0.0896,2
2011-04-10,9,4,81,0.38,0.94,0.1343,2
2011-04-10,10,4,150,0.4,0.87,0.0,2
2011-04-10,11,4,202,0.4,0.87,0.1343,2
2011-04-10,12,4,230,0.42,0.88,0.1343,2
2011-04-10,13,4,263,0.46,0.82,0.1045,1
2011-04-10,14,4,281,0.5,0.72,0.194,1
2011-04-10,15,4,297,0.5,0.77,0.2239,1
2011-04-10,16,4,288,0.52,0.72,0.1642,2
2011-04-10,17,4,236,0.52,0.72,0.194,2
2011-04-10,18,4,240,0.5,0.77,0.194,1
2011-04-10,19,4,131,0.5,0.77,0.194,1
2011-04-10,20,4,92,0.46,0.82,0.1343,1
2011-04-10,21,4,95,0.44,0.88,0.194,1
2011-04-10,22,4,57,0.44,0.94,0.2537,1
2011-04-10,23,4,32,0.46,0.88,0.3582,1
2011-04-11,0,4,23,0.48,0.88,0.3284,1
2011-04-11,1,4,4,0.46,0.94,0.2836,1
2011-04-11,2,4,9,0.46,0.94,0.2836,1
2011-04-11,4,4,1,0.46,0.94,0.194,1
2011-04-11,5,4,13,0.46,0.94,0.194,1
2011-04-11,6,4,61,0.46,1.0,0.2239,2
2011-04-11,7,4,176,0.5,0.88,0.2239,2
2011-04-11,8,4,314,0.52,0.88,0.2836,2
2011-04-11,9,4,165,0.56,0.83,0.2836,2
2011-04-11,10,4,96,0.56,0.83,0.2985,2
2011-04-11,11,4,104,0.6,0.73,0.2985,2
2011-04-11,12,4,134,0.6,0.73,0.3284,2
2011-04-11,13,4,139,0.64,0.69,0.4179,2
2011-04-11,14,4,145,0.72,0.54,0.3582,2
2011-04-11,15,4,141,0.74,0.48,0.5224,1
2011-04-11,16,4,235,0.74,0.48,0.5224,1
2011-04-11,17,4,452,0.74,0.48,0.5224,1
2011-04-11,18,4,383,0.72,0.51,0.3881,1
2011-04-11,19,4,284,0.72,0.51,0.4478,1
2011-04-11,20,4,166,0.68,0.57,0.5224,1
2011-04-11,21,4,158,0.66,0.61,0.2537,1
2011-04-11,22,4,91,0.64,0.5,0.2836,2
2011-04-11,23,4,54,0.58,0.6,0.0,3
2011-04-12,0,4,24,0.62,0.5,0.1045,2
2011-04-12,1,4,13,0.62,0.5,0.0896,2
2011-04-12,2,4,14,0.6,0.53,0.1343,2
2011-04-12,3,4,1,0.58,0.56,0.1343,2
2011-04-12,4,4,6,0.56,0.64,0.1343,2
2011-04-12,5,4,16,0.54,0.68,0.1343,2
2011-04-12,6,4,58,0.54,0.68,0.2836,2
2011-04-12,7,4,189,0.54,0.68,0.2239,2
2011-04-12,8,4,226,0.48,0.88,0.3881,3
2011-04-12,9,4,54,0.46,0.94,0.4925,3
2011-04-12,10,4,40,0.5,0.82,0.4179,3
2011-04-12,11,4,49,0.52,0.77,0.3582,1
2011-04-12,12,4,92,0.56,0.64,0.4627,2
2011-04-12,13,4,106,0.54,0.68,0.2836,3
2011-04-12,14,4,44,0.5,0.82,0.2836,2
2011-04-12,15,4,78,0.48,0.77,0.5224,2
2011-04-12,16,4,99,0.48,0.77,0.3881,2
2011-04-12,17,4,291,0.44,0.77,0.2239,3
2011-04-12,18,4,224,0.44,0.77,0.2239,3
2011-04-12,19,4,130,0.42,0.82,0.2836,2
2011-04-12,20,4,103,0.42,0.82,0.2836,2
2011-04-12,21,4,84,0.42,0.82,0.194,2
2011-04-12,22,4,54,0.4,0.94,0.2985,2
2011-04-12,23,4,39,0.4,0.94,0.2537,2
2011-04-13,0,4,15,0.4,1.0,0.2985,2
2011-04-13,1,4,1,0.4,1.0,0.2985,2
2011-04-13,2,4,2,0.4,1.0,0.2985,3
2011-04-13,3,4,2,0.4,0.94,0.3284,3
2011-04-13,4,4,3,0.4,0.94,0.3284,3
2011-04-13,5,4,5,0.38,0.94,0.2537,3
2011-04-13,6,4,34,0.38,0.94,0.2239,3
2011-04-13,7,4,70,0.36,1.0,0.2239,3
2011-04-13,8,4,164,0.38,0.94,0.194,3
2011-04-13,9,4,65,0.38,0.94,0.2239,2
2011-04-13,10,4,46,0.4,0.87,0.194,2
2011-04-13,11,4,61,0.42,0.82,0.194,2
2011-04-13,12,4,95,0.42,0.82,0.2537,3
2011-04-13,13,4,61,0.44,0.77,0.194,2
2011-04-13,14,4,106,0.42,0.77,0.2537,2
2011-04-13,15,4,81,0.44,0.72,0.2836,2
2011-04-13,16,4,142,0.46,0.67,0.2836,1
2011-04-13,17,4,309,0.46,0.67,0.2985,1
2011-04-13,18,4,321,0.44,0.62,0.3881,1
2011-04-13,19,4,175,0.44,0.62,0.2537,1
2011-04-13,20,4,126,0.44,0.62,0.2537,1
2011-04-13,21,4,117,0.42,0.67,0.1642,1
2011-04-13,22,4,99,0.42,0.67,0.194,1
2011-04-13,23,4,62,0.4,0.71,0.1343,1
2011-04-14,0,4,21,0.38,0.76,0.1343,1
2011-04-14,1,4,10,0.38,0.76,0.2239,1
2011-04-14,2,4,3,0.36,0.76,0.1343,1
2011-04-14,3,4,2,0.34,0.81,0.1343,1
2011-04-14,4,4,9,0.34,0.76,0.0,1
2011-04-14,5,4,14,0.34,0.76,0.0896,1
2011-04-14,6,4,70,0.34,0.76,0.1045,1
2011-04-14,7,4,193,0.38,0.66,0.0,1
2011-04-14,8,4,337,0.42,0.58,0.1642,1
2011-04-14,9,4,170,0.46,0.51,0.1343,1
2011-04-14,10,4,89,0.5,0.51,0.194,1
2011-04-14,11,4,115,0.52,0.45,0.1642,1
2011-04-14,12,4,145,0.54,0.42,0.1343,1
2011-04-14,13,4,159,0.56,0.37,0.2239,1
2011-04-14,14,4,137,0.56,0.35,0.0896,1
2011-04-14,15,4,142,0.6,0.31,0.0896,1
2011-04-14,16,4,202,0.6,0.26,0.1045,1
2011-04-14,17,4,388,0.6,0.28,0.0,1
2011-04-14,18,4,337,0.56,0.3,0.0,1
2011-04-14,19,4,259,0.54,0.32,0.0,1
2011-04-14,20,4,169,0.5,0.51,0.194,1
2011-04-14,21,4,145,0.46,0.63,0.1343,1
2011-04-14,22,4,104,0.48,0.55,0.1045,1
2011-04-14,23,4,47,0.46,0.59,0.1045,1
2011-04-15,0,4,27,0.44,0.67,0.0,1
2011-04-15,1,4,15,0.44,0.62,0.0,1
2011-04-15,2,4,18,0.4,0.76,0.0,1
2011-04-15,3,4,3,0.4,0.76,0.0,1
2011-04-15,4,4,3,0.38,0.82,0.0896,1
2011-04-15,5,4,13,0.36,0.81,0.1045,1
2011-04-15,6,4,47,0.36,0.81,0.0896,1
2011-04-15,7,4,149,0.4,0.71,0.1642,1
2011-04-15,8,4,300,0.44,0.62,0.2985,1
2011-04-15,9,4,178,0.5,0.55,0.194,1
2011-04-15,10,4,122,0.5,0.55,0.194,1
2011-04-15,11,4,136,0.52,0.55,0.194,1
2011-04-15,12,4,200,0.52,0.55,0.2836,1
2011-04-15,13,4,180,0.54,0.52,0.2537,1
2011-04-15,14,4,163,0.54,0.52,0.2537,1
2011-04-15,15,4,162,0.54,0.52,0.4478,1
2011-04-15,16,4,243,0.52,0.55,0.4925,1
2011-04-15,17,4,331,0.5,0.63,0.3881,2
2011-04-15,18,4,263,0.46,0.67,0.3881,2
2011-04-15,19,4,209,0.42,0.77,0.3881,1
2011-04-15,20,4,118,0.4,0.76,0.3284,2
2011-04-15,21,4,102,0.4,0.76,0.2985,2
2011-04-15,22,4,80,0.38,0.82,0.3881,2
2011-04-15,23,4,64,0.36,0.81,0.194,2
2011-04-16,0,4,43,0.36,0.81,0.2239,2
2011-04-16,1,4,33,0.36,0.87,0.2836,2
2011-04-16,2,4,24,0.36,0.87,0.1343,2
2011-04-16,3,4,14,0.36,0.87,0.1642,2
2011-04-16,4,4,5,0.36,0.87,0.2239,2
2011-04-16,5,4,4,0.38,0.87,0.2836,2
2011-04-16,6,4,10,0.4,0.82,0.3284,3
2011-04-16,7,4,21,0.4,0.82,0.4179,2
2011-04-16,8,4,45,0.4,0.87,0.3582,3
2011-04-16,9,4,29,0.4,1.0,0.2985,3
2011-04-16,10,4,22,0.42,0.94,0.3881,3
2011-04-16,11,4,31,0.42,0.94,0.4478,3
2011-04-16,12,4,32,0.46,0.88,0.5821,2
2011-04-16,13,4,58,0.46,0.94,0.5224,3
2011-04-16,14,4,63,0.52,0.83,0.5821,3
2011-04-16,15,4,78,0.52,0.83,0.5821,3
2011-04-16,16,4,33,0.5,0.88,0.4627,3
2011-04-16,17,4,15,0.5,0.88,0.5821,3
2011-04-16,18,4,38,0.5,0.94,0.3881,2
2011-04-16,19,4,71,0.52,0.94,0.4179,2
2011-04-16,20,4,53,0.44,0.94,0.2239,3
2011-04-16,21,4,14,0.44,0.94,0.0,2
2011-04-16,22,4,24,0.42,1.0,0.0,3
2011-04-16,23,4,35,0.44,0.77,0.2836,2
2011-04-17,0,4,33,0.44,0.77,0.2836,2
2011-04-17,1,4,31,0.42,0.67,0.2239,1
2011-04-17,2,4,29,0.4,0.62,0.194,1
2011-04-17,3,4,25,0.4,0.66,0.1343,1
2011-04-17,4,4,7,0.36,0.76,0.1045,1
2011-04-17,5,4,3,0.36,0.71,0.1642,1
2011-04-17,6,4,8,0.36,0.66,0.4478,1
2011-04-17,7,4,16,0.36,0.5,0.3582,1
2011-04-17,8,4,43,0.38,0.46,0.3881,1
2011-04-17,9,4,102,0.4,0.43,0.2836,1
2011-04-17,10,4,211,0.42,0.44,0.4478,1
2011-04-17,11,4,304,0.46,0.41,0.4179,1
2011-04-17,12,4,354,0.46,0.38,0.3881,1
2011-04-17,13,4,343,0.5,0.34,0.3881,1
2011-04-17,14,4,361,0.52,0.34,0.3881,1
2011-04-17,15,4,388,0.54,0.32,0.5224,1
2011-04-17,16,4,343,0.54,0.3,0.3582,1
2011-04-17,17,4,306,0.56,0.3,0.4478,1
2011-04-17,18,4,277,0.56,0.3,0.3881,1
2011-04-17,19,4,210,0.56,0.3,0.2985,1
2011-04-17,20,4,141,0.52,0.36,0.194,1
2011-04-17,21,4,83,0.5,0.42,0.194,1
2011-04-17,22,4,70,0.5,0.39,0.1045,1
2011-04-17,23,4,56,0.44,0.67,0.1642,1
2011-04-18,0,4,39,0.46,0.47,0.0896,1
2011-04-18,1,4,19,0.46,0.47,0.1343,1
2011-04-18,2,4,16,0.42,0.67,0.1045,1
2011-04-18,3,4,7,0.42,0.62,0.1045,1
2011-04-18,4,4,6,0.4,0.87,0.1642,1
2011-04-18,5,4,16,0.4,0.76,0.0896,1
2011-04-18,6,4,54,0.4,0.82,0.0,1
2011-04-18,7,4,168,0.46,0.63,0.0,1
2011-04-18,8,4,297,0.46,0.63,0.0,1
2011-04-18,9,4,169,0.5,0.55,0.1045,2
2011-04-18,10,4,109,0.52,0.55,0.1045,2
2011-04-18,11,4,123,0.54,0.52,0.0896,2
2011-04-18,12,4,184,0.56,0.49,0.0896,2
2011-04-18,13,4,169,0.56,0.49,0.1642,2
2011-04-18,14,4,144,0.58,0.49,0.194,2
2011-04-18,15,4,176,0.6,0.43,0.194,2
2011-04-18,16,4,205,0.6,0.46,0.2836,1
2011-04-18,17,4,428,0.58,0.49,0.2836,1
2011-04-18,18,4,362,0.64,0.31,0.3582,1
2011-04-18,19,4,286,0.56,0.46,0.2537,1
2011-04-18,20,4,165,0.6,0.33,0.2985,1
2011-04-18,21,4,151,0.56,0.37,0.2836,1
2011-04-18,22,4,90,0.52,0.55,0.2836,1
2011-04-18,23,4,46,0.5,0.59,0.2537,1
2011-04-19,0,4,25,0.5,0.55,0.2239,1
2011-04-19,1,4,7,0.46,0.63,0.2239,1
2011-04-19,2,4,13,0.46,0.67,0.2836,1
2011-04-19,3,4,3,0.48,0.63,0.2239,1
2011-04-19,4,4,5,0.46,0.67,0.0896,1
2011-04-19,5,4,18,0.46,0.72,0.194,2
2011-04-19,6,4,65,0.48,0.67,0.0,2
2011-04-19,7,4,188,0.52,0.55,0.0,2
2011-04-19,8,4,351,0.5,0.68,0.1343,2
2011-04-19,9,4,162,0.52,0.63,0.0896,3
2011-04-19,10,4,75,0.5,0.72,0.2239,2
2011-04-19,11,4,72,0.54,0.68,0.1642,2
2011-04-19,12,4,103,0.54,0.64,0.0896,2
2011-04-19,13,4,129,0.54,0.68,0.2239,2
2011-04-19,14,4,107,0.54,0.64,0.194,2
2011-04-19,15,4,127,0.54,0.65,0.1642,2
2011-04-19,16,4,192,0.56,0.52,0.2985,1
2011-04-19,17,4,411,0.56,0.6,0.1045,1
2011-04-19,18,4,421,0.54,0.64,0.1343,2
2011-04-19,19,4,276,0.5,0.72,0.194,2
2011-04-19,20,4,168,0.5,0.72,0.2239,2
2011-04-19,21,4,122,0.5,0.72,0.1343,2
2011-04-19,22,4,112,0.48,0.77,0.0896,1
2011-04-19,23,4,52,0.46,0.88,0.0896,1
2011-04-20,0,4,33,0.44,0.88,0.1343,1
2011-04-20,1,4,7,0.42,0.94,0.1642,1
2011-04-20,2,4,2,0.42,0.94,0.1642,1
2011-04-20,3,4,2,0.42,0.94,0.0,1
2011-04-20,4,4,9,0.4,1.0,0.1045,1
2011-04-20,5,4,15,0.4,0.94,0.194,1
2011-04-20,6,4,64,0.42,0.94,0.1642,1
2011-04-20,7,4,237,0.44,0.94,0.0,1
2011-04-20,8,4,396,0.62,0.69,0.4627,1
2011-04-20,9,4,197,0.66,0.61,0.2836,1
2011-04-20,10,4,131,0.62,0.69,0.0896,1
2011-04-20,11,4,118,0.62,0.69,0.0896,1
2011-04-20,12,4,145,0.7,0.48,0.3881,1
2011-04-20,13,4,177,0.7,0.48,0.3881,1
2011-04-20,14,4,148,0.74,0.4,0.4627,1
2011-04-20,15,4,145,0.76,0.35,0.3582,2
2011-04-20,16,4,255,0.76,0.35,0.3582,2
2011-04-20,17,4,432,0.74,0.37,0.4179,2
2011-04-20,18,4,441,0.74,0.3,0.3582,1
2011-04-20,19,4,383,0.7,0.32,0.2537,1
2011-04-20,20,4,225,0.68,0.32,0.1045,1
2011-04-20,21,4,172,0.66,0.36,0.2836,1
2011-04-20,22,4,117,0.62,0.41,0.2537,1
2011-04-20,23,4,93,0.6,0.4,0.3284,1
2011-04-21,0,4,44,0.56,0.43,0.3582,1
2011-04-21,1,4,26,0.52,0.45,0.2239,1
2011-04-21,2,4,13,0.5,0.42,0.3881,1
2011-04-21,3,4,7,0.46,0.51,0.4627,2
2011-04-21,4,4,6,0.44,0.54,0.4478,2
2011-04-21,5,4,14,0.42,0.54,0.5522,2
2011-04-21,6,4,75,0.4,0.58,0.5821,2
2011-04-21,7,4,198,0.42,0.47,0.4627,2
2011-04-21,8,4,365,0.4,0.5,0.4925,2
2011-04-21,9,4,196,0.42,0.47,0.2836,2
2011-04-21,10,4,98,0.42,0.44,0.3582,1
2011-04-21,11,4,133,0.44,0.41,0.2836,1
2011-04-21,12,4,199,0.46,0.38,0.1642,1
2011-04-21,13,4,177,0.48,0.33,0.3284,1
2011-04-21,14,4,228,0.5,0.34,0.3881,1
2011-04-21,15,4,235,0.52,0.29,0.4179,1
2011-04-21,16,4,294,0.52,0.27,0.3582,1
2011-04-21,17,4,481,0.5,0.29,0.1642,1
2011-04-21,18,4,452,0.5,0.25,0.2836,1
2011-04-21,19,4,324,0.46,0.28,0.2836,1
2011-04-21,20,4,204,0.44,0.3,0.1343,1
2011-04-21,21,4,184,0.42,0.47,0.194,1
2011-04-21,22,4,137,0.42,0.38,0.0896,1
2011-04-21,23,4,99,0.4,0.43,0.1045,1
2011-04-22,0,4,33,0.36,0.62,0.194,1
